SampleID	ASgene	ASID	AStype
TCGA_ZH_A8Y6	CSAD	21968	ES
TCGA_3X_AAVB	ITGB7	21973	ES
TCGA_W5_AA2G	ITGB7	21973	ES
TCGA_W5_AA2H	ITGB7	21973	ES
TCGA_W5_AA2Z	ITGB7	21973	ES
TCGA_W5_AA30	ITGB7	21973	ES
TCGA_W5_AA33	ITGB7	21973	ES
TCGA_W5_AA2H	ITGB7	21974	ES
TCGA_ZU_A8S4	RARG	21979	AP
TCGA_ZU_A8S4	RARG	21980	AP
TCGA_W5_AA36	RARG	21982	ES
TCGA_YR_A95A	RARG	21982	ES
TCGA_3X_AAVE	PFDN5	21990	ES
TCGA_3X_AAVC	PFDN5	21991	ES
TCGA_W5_AA2H	PFDN5	22003	ES
TCGA_W5_AA2U	PFDN5	22003	ES
TCGA_W5_AA34	PFDN5	22003	ES
TCGA_ZU_A8S4	PFDN5	22003	ES
TCGA_W5_AA2U	PFDN5	22004	ES
TCGA_W5_AA2U	PFDN5	22005	ES
TCGA_W5_AA39	PFDN5	22005	ES
TCGA_W5_AA2X	PFDN5	22008	ES
TCGA_W5_AA39	PFDN5	22008	ES
TCGA_ZH_A8Y6	PFDN5	22008	ES
TCGA_W5_AA2U	PFDN5	22009	ES
TCGA_W5_AA39	PFDN5	22009	ES
TCGA_W5_AA2H	PFDN5	22010	ES
TCGA_ZU_A8S4	PFDN5	22010	ES
TCGA_3X_AAVC	PFDN5	22011	ES
TCGA_3X_AAVB	C12orf10	22012	AP
TCGA_W5_AA39	C12orf10	22012	AP
TCGA_ZU_A8S4	C12orf10	22012	AP
TCGA_3X_AAVB	C12orf10	22013	AP
TCGA_W5_AA39	C12orf10	22013	AP
TCGA_ZU_A8S4	C12orf10	22013	AP
TCGA_ZU_A8S4	C12orf10	22014	ES
TCGA_W5_AA2G	AAAS	22019	ES
TCGA_W5_AA39	AAAS	22019	ES
TCGA_ZU_A8S4	AAAS	22019	ES
TCGA_W5_AA2Q	AAAS	22020	ES
TCGA_W5_AA39	AAAS	22020	ES
TCGA_ZD_A8I3	AAAS	22020	ES
TCGA_ZH_A8Y8	AAAS	22020	ES
TCGA_ZU_A8S4	AAAS	22020	ES
TCGA_W5_AA30	PRR13	22028	AT
TCGA_ZH_A8Y5	PRR13	22028	AT
TCGA_W5_AA30	PRR13	22029	AT
TCGA_ZH_A8Y5	PRR13	22029	AT
TCGA_W5_AA2T	PRR13	22030	AA
TCGA_W5_AA2G	PRR13	22033	AA
TCGA_W5_AA2U	PRR13	22033	AA
TCGA_W6_AA0S	PRR13	22033	AA
TCGA_ZD_A8I3	PRR13	22033	AA
TCGA_W5_AA2T	PRR13	22034	AA
TCGA_W6_AA0S	PRR13	22034	AA
TCGA_W5_AA2G	PRR13	22038	AA
TCGA_ZH_A8Y6	PRR13	22041	AD
TCGA_4G_AAZT	PCBP2	22043	AP
TCGA_W5_AA2H	PCBP2	22043	AP
TCGA_4G_AAZT	PCBP2	22045	AP
TCGA_W5_AA2H	PCBP2	22045	AP
TCGA_W5_AA2G	PCBP2	22048	AA
TCGA_W5_AA2T	PCBP2	22048	AA
TCGA_YR_A95A	PCBP2	22048	AA
TCGA_W6_AA0S	PCBP2	22049	ES
TCGA_W5_AA2H	PCBP2	22050	AA
TCGA_W5_AA2O	PCBP2	22053	ES
TCGA_ZH_A8Y5	PCBP2	22053	ES
TCGA_W5_AA2R	PCBP2	22055	ES
TCGA_W6_AA0S	PCBP2	22055	ES
TCGA_W5_AA39	PCBP2	22058	ES
TCGA_3X_AAVB	PCBP2	22059	AA
TCGA_W5_AA34	PCBP2	22059	AA
TCGA_ZH_A8Y6	MAP3K12	22062	AP
TCGA_3X_AAVC	TARBP2	22073	AA
TCGA_3X_AAVE	TARBP2	22073	AA
TCGA_W5_AA2H	TARBP2	22073	AA
TCGA_W5_AA2U	TARBP2	22073	AA
TCGA_W5_AA39	TARBP2	22073	AA
TCGA_W6_AA0S	TARBP2	22073	AA
TCGA_ZH_A8Y5	TARBP2	22073	AA
TCGA_ZU_A8S4	TARBP2	22073	AA
TCGA_W5_AA2H	TARBP2	22075	ES
TCGA_W5_AA2X	TARBP2	22079	ES
TCGA_W5_AA2Z	TARBP2	22079	ES
TCGA_W5_AA30	TARBP2	22079	ES
TCGA_W6_AA0S	TARBP2	22079	ES
TCGA_ZH_A8Y2	TARBP2	22079	ES
TCGA_ZH_A8Y8	TARBP2	22079	ES
TCGA_W5_AA2X	TARBP2	22082	ES
TCGA_W5_AA2Z	TARBP2	22082	ES
TCGA_W5_AA30	TARBP2	22082	ES
TCGA_W6_AA0S	TARBP2	22082	ES
TCGA_ZH_A8Y2	TARBP2	22082	ES
TCGA_ZH_A8Y8	TARBP2	22082	ES
TCGA_W5_AA2U	TARBP2	22085	AA
TCGA_W5_AA2H	TARBP2	22086	ES
TCGA_ZH_A8Y5	TARBP2	22086	ES
TCGA_ZH_A8Y8	TARBP2	22086	ES
TCGA_3X_AAVB	NPFF	22089	RI
TCGA_W5_AA2O	NPFF	22089	RI
TCGA_W5_AA2W	NPFF	22089	RI
TCGA_ZH_A8Y2	NPFF	22089	RI
TCGA_ZH_A8Y5	NPFF	22089	RI
TCGA_ZH_A8Y6	NPFF	22089	RI
TCGA_ZH_A8Y8	NPFF	22089	RI
TCGA_W5_AA39	ATF7	22090	AP
TCGA_W5_AA39	ATF7	22092	AP
TCGA_W5_AA2H	ATF7	22093	AT
TCGA_W5_AA34	ATF7	22095	AT
TCGA_W5_AA2U	ATF7	22096	AD
TCGA_W5_AA33	ATF7	22096	AD
TCGA_ZH_A8Y6	ATF7	22096	AD
TCGA_W5_AA2I	ATP5G2	22106	AD
TCGA_ZH_A8Y2	CALCOCO1	22109	AA
TCGA_ZH_A8Y6	CALCOCO1	22109	AA
TCGA_W5_AA2O	CALCOCO1	22110	ES
TCGA_W5_AA2T	CALCOCO1	22110	ES
TCGA_W5_AA2W	CALCOCO1	22110	ES
TCGA_W5_AA33	CALCOCO1	22110	ES
TCGA_WD_A7RX	CALCOCO1	22110	ES
TCGA_ZD_A8I3	CALCOCO1	22110	ES
TCGA_ZH_A8Y5	CALCOCO1	22110	ES
TCGA_W5_AA30	SMUG1	22120	AP
TCGA_WD_A7RX	SMUG1	22120	AP
TCGA_W5_AA30	SMUG1	22121	AP
TCGA_WD_A7RX	SMUG1	22121	AP
TCGA_3X_AAV9	SMUG1	22124	RI
TCGA_3X_AAVA	SMUG1	22124	RI
TCGA_W5_AA2I	SMUG1	22124	RI
TCGA_W5_AA38	SMUG1	22124	RI
TCGA_ZD_A8I3	SMUG1	22124	RI
TCGA_ZH_A8Y6	SMUG1	22124	RI
TCGA_ZH_A8Y8	SMUG1	22124	RI
TCGA_3X_AAV9	SMUG1	22126	AA
TCGA_3X_AAVA	SMUG1	22126	AA
TCGA_W5_AA2I	SMUG1	22126	AA
TCGA_W5_AA38	SMUG1	22126	AA
TCGA_ZD_A8I3	SMUG1	22126	AA
TCGA_ZH_A8Y6	SMUG1	22126	AA
TCGA_ZH_A8Y8	SMUG1	22126	AA
TCGA_3X_AAVC	SMUG1	22128	ES
TCGA_4G_AAZO	SMUG1	22128	ES
TCGA_3X_AAVC	SMUG1	22130	ES
TCGA_W5_AA2X	SMUG1	22134	ES
TCGA_W6_AA0S	SMUG1	22135	ES
TCGA_4G_AAZO	SMUG1	22137	ES
TCGA_W5_AA2T	SMUG1	22137	ES
TCGA_W5_AA36	SMUG1	22137	ES
TCGA_W5_AA2H	HNRNPA1	22144	RI
TCGA_3X_AAVC	HNRNPA1	22148	ES
TCGA_W5_AA33	HNRNPA1	22148	ES
TCGA_ZH_A8Y4	HNRNPA1	22148	ES
TCGA_3X_AAVE	HNRNPA1	22148	ES
TCGA_ZD_A8I3	HNRNPA1	22148	ES
TCGA_4G_AAZO	HNRNPA1	22148	ES
TCGA_W6_AA0S	HNRNPA1	22148	ES
TCGA_ZH_A8Y1	HNRNPA1	22148	ES
TCGA_3X_AAVC	HNRNPA1	22150	ES
TCGA_3X_AAVE	HNRNPA1	22150	ES
TCGA_4G_AAZO	HNRNPA1	22150	ES
TCGA_W5_AA33	HNRNPA1	22150	ES
TCGA_W6_AA0S	HNRNPA1	22150	ES
TCGA_ZD_A8I3	HNRNPA1	22150	ES
TCGA_ZH_A8Y1	HNRNPA1	22150	ES
TCGA_ZH_A8Y4	HNRNPA1	22150	ES
TCGA_4G_AAZT	COPZ1	22155	AP
TCGA_4G_AAZT	COPZ1	22156	AP
TCGA_W5_AA30	COPZ1	22160	RI
TCGA_W5_AA33	COPZ1	22160	RI
TCGA_ZD_A8I3	COPZ1	22160	RI
TCGA_ZH_A8Y2	COPZ1	22161	AA
TCGA_ZH_A8Y5	COPZ1	22161	AA
TCGA_W5_AA2H	COPZ1	22169	ES
TCGA_W5_AA2I	COPZ1	22169	ES
TCGA_4G_AAZT	COPZ1	22173	ES
TCGA_W5_AA2I	COPZ1	22173	ES
TCGA_W5_AA39	COPZ1	22173	ES
TCGA_W5_AA2W	COPZ1	22174	AA
TCGA_W5_AA2X	COPZ1	22174	AA
TCGA_ZH_A8Y6	ZNF385A	22176	AP
TCGA_ZH_A8Y6	ZNF385A	22177	AP
TCGA_W5_AA2X	ZNF385A	22178	AP
TCGA_W5_AA31	ZNF385A	22178	AP
TCGA_W5_AA2I	ZNF385A	22179	ES
TCGA_3X_AAV9	ITGA5	22183	ES
TCGA_4G_AAZT	ITGA5	22183	ES
TCGA_W5_AA2H	ITGA5	22183	ES
TCGA_W5_AA2Q	ITGA5	22183	ES
TCGA_W5_AA2R	ITGA5	22183	ES
TCGA_3X_AAVC	PPP1R1A	22194	AT
TCGA_W5_AA2T	PPP1R1A	22194	AT
TCGA_W5_AA2U	PPP1R1A	22194	AT
TCGA_W6_AA0S	PPP1R1A	22194	AT
TCGA_3X_AAVC	PPP1R1A	22195	AT
TCGA_W5_AA2T	PPP1R1A	22195	AT
TCGA_W5_AA2U	PPP1R1A	22195	AT
TCGA_W6_AA0S	PPP1R1A	22195	AT
TCGA_W5_AA2Q	PPP1R1A	22197	ES
TCGA_W5_AA2Z	PPP1R1A	22197	ES
TCGA_W5_AA38	PPP1R1A	22197	ES
TCGA_ZH_A8Y1	PPP1R1A	22197	ES
TCGA_3X_AAV9	PPP1R1A	22198	ES
TCGA_4G_AAZO	PPP1R1A	22198	ES
TCGA_4G_AAZO	ITGA7	22209	AP
TCGA_4G_AAZT	ITGA7	22209	AP
TCGA_W5_AA2I	ITGA7	22209	AP
TCGA_W5_AA2W	ITGA7	22209	AP
TCGA_W5_AA34	ITGA7	22209	AP
TCGA_4G_AAZO	ITGA7	22210	AP
TCGA_4G_AAZT	ITGA7	22210	AP
TCGA_W5_AA2G	ITGA7	22210	AP
TCGA_W5_AA2I	ITGA7	22210	AP
TCGA_4G_AAZO	ITGA7	22211	AP
TCGA_W5_AA2W	ITGA7	22211	AP
TCGA_W5_AA34	ITGA7	22211	AP
TCGA_4G_AAZO	ITGA7	22218	ES
TCGA_4G_AAZT	ITGA7	22218	ES
TCGA_W5_AA36	ITGA7	22218	ES
TCGA_W5_AA39	ITGA7	22218	ES
TCGA_W5_AA2R	ITGA7	22218	ES
TCGA_ZH_A8Y6	ITGA7	22218	ES
TCGA_ZH_A8Y8	ITGA7	22218	ES
TCGA_W5_AA2H	BLOC1S1	22233	RI
TCGA_W5_AA30	BLOC1S1	22233	RI
TCGA_W5_AA2X	BLOC1S1	22234	ES
TCGA_3X_AAVA	RDH5	22238	AA
TCGA_3X_AAVE	RDH5	22238	AA
TCGA_W5_AA2H	RDH5	22238	AA
TCGA_W5_AA33	RDH5	22238	AA
TCGA_4G_AAZO	CD63	22239	AP
TCGA_W5_AA39	CD63	22239	AP
TCGA_ZH_A8Y4	CD63	22239	AP
TCGA_W5_AA2H	CD63	22241	AP
TCGA_W5_AA2X	CD63	22241	AP
TCGA_W5_AA2H	CD63	22242	AP
TCGA_W5_AA2X	CD63	22242	AP
TCGA_ZH_A8Y8	CD63	22242	AP
TCGA_4G_AAZO	CD63	22243	AP
TCGA_W5_AA2G	CD63	22243	AP
TCGA_W5_AA2U	CD63	22243	AP
TCGA_W5_AA2Z	CD63	22243	AP
TCGA_W5_AA31	CD63	22243	AP
TCGA_WD_A7RX	CD63	22243	AP
TCGA_ZH_A8Y4	CD63	22243	AP
TCGA_ZH_A8Y8	CD63	22243	AP
TCGA_3X_AAV9	CD63	22244	AP
TCGA_3X_AAVA	CD63	22244	AP
TCGA_3X_AAVE	CD63	22244	AP
TCGA_W5_AA2G	CD63	22244	AP
TCGA_ZH_A8Y6	CD63	22244	AP
TCGA_W5_AA2I	CD63	22244	AP
TCGA_ZD_A8I3	CD63	22244	AP
TCGA_ZH_A8Y4	CD63	22244	AP
TCGA_W5_AA2H	CD63	22246	AP
TCGA_W5_AA34	CD63	22246	AP
TCGA_W5_AA2G	CD63	22249	AA
TCGA_W5_AA2H	CD63	22249	AA
TCGA_ZD_A8I3	CD63	22249	AA
TCGA_ZH_A8Y1	SARNP	22252	AT
TCGA_ZH_A8Y2	SARNP	22252	AT
TCGA_W5_AA2I	SARNP	22254	ES
TCGA_W5_AA2X	ORMDL2	22257	AA
TCGA_3X_AAV9	ORMDL2	22258	ES
TCGA_3X_AAVC	ORMDL2	22258	ES
TCGA_W5_AA2O	ORMDL2	22258	ES
TCGA_W5_AA2T	ORMDL2	22258	ES
TCGA_4G_AAZO	DNAJC14	22260	AP
TCGA_4G_AAZO	DNAJC14	22262	AP
TCGA_3X_AAVE	MMP19	22271	ES
TCGA_W6_AA0S	MMP19	22271	ES
TCGA_ZH_A8Y2	MMP19	22271	ES
TCGA_W5_AA2X	MMP19	22278	ES
TCGA_3X_AAVE	WIBG	22286	AP
TCGA_W5_AA2H	WIBG	22286	AP
TCGA_ZH_A8Y8	WIBG	22286	AP
TCGA_W5_AA2H	WIBG	22287	AP
TCGA_3X_AAVA	DGKA	22302	ES
TCGA_3X_AAV9	CDK2	22318	AT
TCGA_W5_AA2H	CDK2	22318	AT
TCGA_W5_AA2U	CDK2	22318	AT
TCGA_W5_AA31	CDK2	22318	AT
TCGA_ZH_A8Y4	CDK2	22318	AT
TCGA_3X_AAV9	CDK2	22319	AT
TCGA_W5_AA2H	CDK2	22319	AT
TCGA_W5_AA2U	CDK2	22319	AT
TCGA_W5_AA31	CDK2	22319	AT
TCGA_ZH_A8Y4	CDK2	22319	AT
TCGA_4G_AAZO	CDK2	22320	ES
TCGA_W5_AA2I	CDK2	22320	ES
TCGA_W5_AA2I	CDK2	22322	ES
TCGA_ZU_A8S4	CDK2	22322	ES
TCGA_4G_AAZT	CDK2	22323	AD
TCGA_W5_AA36	CDK2	22323	AD
TCGA_W5_AA2R	CDK2	22323	AD
TCGA_W5_AA2T	CDK2	22323	AD
TCGA_W5_AA33	CDK2	22323	AD
TCGA_ZH_A8Y4	CDK2	22323	AD
TCGA_ZH_A8Y5	CDK2	22323	AD
TCGA_ZU_A8S4	CDK2	22323	AD
TCGA_4G_AAZT	CDK2	22324	ES
TCGA_W5_AA2R	CDK2	22324	ES
TCGA_W5_AA2T	CDK2	22324	ES
TCGA_W5_AA33	CDK2	22324	ES
TCGA_ZH_A8Y4	CDK2	22324	ES
TCGA_ZH_A8Y5	CDK2	22324	ES
TCGA_ZU_A8S4	CDK2	22324	ES
TCGA_4G_AAZO	CDK2	22325	RI
TCGA_W5_AA2H	CDK2	22325	RI
TCGA_W5_AA39	CDK2	22325	RI
TCGA_ZD_A8I3	CDK2	22325	RI
TCGA_4G_AAZT	RAB5B	22328	ES
TCGA_W5_AA2O	RAB5B	22328	ES
TCGA_W5_AA2T	RAB5B	22328	ES
TCGA_ZH_A8Y5	RAB5B	22328	ES
TCGA_W5_AA2G	RAB5B	22330	ES
TCGA_W5_AA2Q	RAB5B	22330	ES
TCGA_ZH_A8Y6	RAB5B	22330	ES
TCGA_W5_AA2U	RAB5B	22330	ES
TCGA_W5_AA2X	RAB5B	22330	ES
TCGA_W5_AA2Z	RAB5B	22330	ES
TCGA_W5_AA33	RAB5B	22330	ES
TCGA_ZH_A8Y5	RAB5B	22330	ES
TCGA_W5_AA2G	SUOX	22339	RI
TCGA_ZU_A8S4	SUOX	22344	ES
TCGA_W5_AA2H	ERBB3	22351	AP
TCGA_4G_AAZO	ERBB3	22352	AP
TCGA_W5_AA30	ERBB3	22352	AP
TCGA_W5_AA2H	ERBB3	22353	AP
TCGA_W5_AA2H	ERBB3	22355	AT
TCGA_W6_AA0S	ERBB3	22355	AT
TCGA_ZU_A8S4	ERBB3	22355	AT
TCGA_W5_AA2H	ERBB3	22357	AT
TCGA_W6_AA0S	ERBB3	22357	AT
TCGA_ZU_A8S4	ERBB3	22357	AT
TCGA_4G_AAZO	ERBB3	22358	RI
TCGA_4G_AAZT	ERBB3	22358	RI
TCGA_W5_AA39	ERBB3	22358	RI
TCGA_W5_AA2O	ERBB3	22361	ES
TCGA_4G_AAZO	MYL6B	22373	AA
TCGA_W5_AA33	MYL6	22374	AT
TCGA_W5_AA2X	MYL6	22375	AT
TCGA_ZH_A8Y2	MYL6	22375	AT
TCGA_ZH_A8Y2	MYL6	22376	AT
TCGA_W5_AA33	MYL6	22377	AD
TCGA_W5_AA2X	MYL6	22380	ES
TCGA_W5_AA2X	MYL6	22381	AA
TCGA_W5_AA2W	MYL6	22382	AD
TCGA_W5_AA2O	MYL6	22383	ES
TCGA_W5_AA34	MYL6	22383	ES
TCGA_W5_AA34	MYL6	22384	ES
TCGA_ZH_A8Y2	SMARCC2	22391	AD
TCGA_W5_AA34	SMARCC2	22393	ES
TCGA_W5_AA39	SMARCC2	22393	ES
TCGA_3X_AAVC	SMARCC2	22395	AA
TCGA_3X_AAVE	SMARCC2	22395	AA
TCGA_W5_AA2Q	SMARCC2	22395	AA
TCGA_W5_AA2R	SMARCC2	22395	AA
TCGA_W5_AA2W	SMARCC2	22395	AA
TCGA_W5_AA31	SMARCC2	22395	AA
TCGA_W5_AA33	SMARCC2	22395	AA
TCGA_YR_A95A	SMARCC2	22395	AA
TCGA_3X_AAVA	RNF41	22399	AT
TCGA_W5_AA2Q	RNF41	22399	AT
TCGA_W5_AA33	RNF41	22399	AT
TCGA_3X_AAVA	RNF41	22400	AT
TCGA_3X_AAVB	RNF41	22400	AT
TCGA_W5_AA2I	RNF41	22400	AT
TCGA_W5_AA2R	RNF41	22400	AT
TCGA_ZD_A8I3	RNF41	22400	AT
TCGA_ZU_A8S4	RNF41	22400	AT
TCGA_3X_AAVA	RNF41	22401	AT
TCGA_3X_AAVB	RNF41	22401	AT
TCGA_W5_AA2I	RNF41	22401	AT
TCGA_W5_AA2Q	RNF41	22401	AT
TCGA_W5_AA2R	RNF41	22401	AT
TCGA_W5_AA33	RNF41	22401	AT
TCGA_ZD_A8I3	RNF41	22401	AT
TCGA_ZU_A8S4	RNF41	22401	AT
TCGA_3X_AAVC	RNF41	22402	ES
TCGA_W5_AA2H	RNF41	22402	ES
TCGA_W5_AA2I	RNF41	22402	ES
TCGA_3X_AAVC	RNF41	22404	ES
TCGA_W5_AA39	RNF41	22404	ES
TCGA_3X_AAVC	RNF41	22405	ES
TCGA_W5_AA2T	RNF41	22405	ES
TCGA_W5_AA31	RNF41	22405	ES
TCGA_W5_AA34	RNF41	22405	ES
TCGA_YR_A95A	RNF41	22405	ES
TCGA_ZH_A8Y2	RNF41	22405	ES
TCGA_ZU_A8S4	RNF41	22405	ES
TCGA_W5_AA2U	NABP2	22408	RI
TCGA_4G_AAZT	NABP2	22409	RI
TCGA_4G_AAZT	CS	22418	ES
TCGA_W5_AA2H	CS	22418	ES
TCGA_W5_AA2H	CS	22419	ES
TCGA_3X_AAV9	CS	22421	ES
TCGA_W5_AA30	CS	22421	ES
TCGA_W5_AA2H	CS	22422	ES
TCGA_W5_AA34	CS	22422	ES
TCGA_3X_AAVA	PAN2	22426	AA
TCGA_4G_AAZO	PAN2	22426	AA
TCGA_W5_AA2H	PAN2	22426	AA
TCGA_ZH_A8Y8	PAN2	22426	AA
TCGA_W5_AA2I	STAT2	22430	AA
TCGA_3X_AAVB	TIMELESS	22432	ES
TCGA_ZH_A8Y5	TIMELESS	22432	ES
TCGA_W5_AA2R	GLS2	22442	RI
TCGA_3X_AAV9	GLS2	22444	ES
TCGA_W5_AA2Z	GLS2	22444	ES
TCGA_W5_AA39	GLS2	22444	ES
TCGA_3X_AAVA	GLS2	22449	ES
TCGA_4G_AAZT	GLS2	22449	ES
TCGA_W5_AA2I	GLS2	22449	ES
TCGA_W5_AA2R	GLS2	22449	ES
TCGA_ZU_A8S4	GLS2	22449	ES
TCGA_W5_AA33	GLS2	22452	ES
TCGA_W5_AA38	GLS2	22452	ES
TCGA_3X_AAVA	GLS2	22453	ES
TCGA_W5_AA31	GLS2	22453	ES
TCGA_W5_AA39	GLS2	22453	ES
TCGA_W6_AA0S	GLS2	22453	ES
TCGA_ZH_A8Y8	RBMS2	22461	AD
TCGA_3X_AAVE	RBMS2	22464	ES
TCGA_4G_AAZT	RBMS2	22464	ES
TCGA_W5_AA2H	RBMS2	22464	ES
TCGA_W5_AA39	RBMS2	22464	ES
TCGA_W5_AA2Q	RBMS2	22464	ES
TCGA_ZH_A8Y2	RBMS2	22464	ES
TCGA_ZH_A8Y6	RBMS2	22464	ES
TCGA_4G_AAZT	RBMS2	22465	ME
TCGA_W5_AA2H	RBMS2	22465	ME
TCGA_W5_AA2T	RBMS2	22466	ES
TCGA_W5_AA2R	RBMS2	22469	ES
TCGA_W5_AA31	RBMS2	22469	ES
TCGA_W5_AA34	RBMS2	22469	ES
TCGA_W6_AA0S	RBMS2	22469	ES
TCGA_ZD_A8I3	RBMS2	22469	ES
TCGA_4G_AAZT	RBMS2	22470	ES
TCGA_W5_AA2T	RBMS2	22470	ES
TCGA_W5_AA2I	ATP5B	22475	AD
TCGA_4G_AAZT	PTGES3	22479	ES
TCGA_W5_AA2G	PTGES3	22480	ES
TCGA_W5_AA39	PTGES3	22480	ES
TCGA_W5_AA2X	NACA	22491	AA
TCGA_W5_AA2R	NACA	22492	ES
TCGA_W5_AA30	NACA	22492	ES
TCGA_W5_AA31	NACA	22492	ES
TCGA_W5_AA33	NACA	22492	ES
TCGA_ZH_A8Y1	NACA	22492	ES
TCGA_ZH_A8Y6	NACA	22492	ES
TCGA_W5_AA2X	NACA	22493	ES
TCGA_W5_AA2X	NACA	22496	ES
TCGA_W5_AA31	NACA	22496	ES
TCGA_W5_AA33	NACA	22496	ES
TCGA_3X_AAVC	NACA	22497	ES
TCGA_ZH_A8Y2	NACA	22497	ES
TCGA_4G_AAZT	NACA	22498	AA
TCGA_4G_AAZT	NACA	22500	ES
TCGA_W5_AA2T	NACA	22501	AA
TCGA_3X_AAVC	NACA	22502	AD
TCGA_W5_AA38	NACA	22502	AD
TCGA_W5_AA30	NAB2	22516	ES
TCGA_WD_A7RX	NAB2	22516	ES
TCGA_ZH_A8Y8	NAB2	22516	ES
TCGA_ZU_A8S4	NAB2	22516	ES
TCGA_4G_AAZT	NAB2	22517	ES
TCGA_W5_AA33	NAB2	22517	ES
TCGA_W5_AA39	NAB2	22517	ES
TCGA_ZH_A8Y2	NAB2	22517	ES
TCGA_W5_AA2G	STAT6	22518	AP
TCGA_W5_AA31	STAT6	22518	AP
TCGA_W5_AA33	STAT6	22518	AP
TCGA_W5_AA2H	STAT6	22519	AP
TCGA_W5_AA31	STAT6	22519	AP
TCGA_W5_AA36	STAT6	22519	AP
TCGA_YR_A95A	STAT6	22519	AP
TCGA_ZH_A8Y6	STAT6	22519	AP
TCGA_4G_AAZT	STAT6	22520	AP
TCGA_W5_AA39	STAT6	22520	AP
TCGA_W5_AA2H	STAT6	22520	AP
TCGA_W5_AA31	STAT6	22520	AP
TCGA_W5_AA33	STAT6	22520	AP
TCGA_W5_AA36	STAT6	22520	AP
TCGA_ZH_A8Y6	STAT6	22520	AP
TCGA_W5_AA39	STAT6	22523	ES
TCGA_3X_AAVC	STAT6	22526	ES
TCGA_4G_AAZT	STAT6	22526	ES
TCGA_W5_AA2Q	STAT6	22526	ES
TCGA_W5_AA2Z	STAT6	22526	ES
TCGA_W5_AA34	STAT6	22526	ES
TCGA_ZD_A8I3	STAT6	22526	ES
TCGA_ZH_A8Y8	STAT6	22526	ES
TCGA_W5_AA2O	STAT6	22527	ES
TCGA_W5_AA39	STAT6	22528	ES
TCGA_ZH_A8Y5	STAT6	22532	AD
TCGA_W5_AA2I	LRP1	22533	AT
TCGA_W6_AA0S	LRP1	22533	AT
TCGA_W5_AA2I	LRP1	22534	AT
TCGA_W6_AA0S	LRP1	22534	AT
TCGA_W5_AA2T	LRP1	22535	AT
TCGA_W5_AA30	LRP1	22535	AT
TCGA_3X_AAVB	SHMT2	22538	AP
TCGA_W5_AA2G	SHMT2	22538	AP
TCGA_W5_AA2I	SHMT2	22538	AP
TCGA_W5_AA39	SHMT2	22538	AP
TCGA_ZH_A8Y4	SHMT2	22538	AP
TCGA_W5_AA39	SHMT2	22539	AP
TCGA_ZH_A8Y4	SHMT2	22539	AP
TCGA_ZH_A8Y4	SHMT2	22540	AP
TCGA_W5_AA2O	SHMT2	22544	AA
TCGA_W5_AA2W	SHMT2	22544	AA
TCGA_W5_AA2X	SHMT2	22544	AA
TCGA_W5_AA34	SHMT2	22544	AA
TCGA_W5_AA38	SHMT2	22544	AA
TCGA_W5_AA2G	SHMT2	22545	AA
TCGA_W5_AA2O	SHMT2	22545	AA
TCGA_W5_AA2W	SHMT2	22545	AA
TCGA_W5_AA2X	SHMT2	22545	AA
TCGA_W5_AA31	SHMT2	22545	AA
TCGA_W5_AA34	SHMT2	22545	AA
TCGA_W5_AA38	SHMT2	22545	AA
TCGA_ZH_A8Y4	SHMT2	22545	AA
TCGA_W5_AA39	SHMT2	22546	AA
TCGA_3X_AAVB	SHMT2	22547	AD
TCGA_W5_AA2I	SHMT2	22547	AD
TCGA_W5_AA2T	SHMT2	22547	AD
TCGA_W5_AA36	SHMT2	22547	AD
TCGA_WD_A7RX	SHMT2	22547	AD
TCGA_ZD_A8I3	SHMT2	22547	AD
TCGA_ZH_A8Y1	SHMT2	22547	AD
TCGA_ZH_A8Y8	SHMT2	22547	AD
TCGA_W5_AA39	SHMT2	22548	ES
TCGA_3X_AAV9	SHMT2	22555	ES
TCGA_3X_AAVA	SHMT2	22555	ES
TCGA_3X_AAVC	SHMT2	22555	ES
TCGA_3X_AAVE	SHMT2	22555	ES
TCGA_W5_AA30	SHMT2	22555	ES
TCGA_W6_AA0S	SHMT2	22555	ES
TCGA_WD_A7RX	SHMT2	22555	ES
TCGA_ZH_A8Y2	SHMT2	22555	ES
TCGA_3X_AAV9	SHMT2	22556	ES
TCGA_3X_AAVA	SHMT2	22556	ES
TCGA_W5_AA30	SHMT2	22556	ES
TCGA_W6_AA0S	SHMT2	22556	ES
TCGA_WD_A7RX	SHMT2	22556	ES
TCGA_ZH_A8Y2	SHMT2	22556	ES
TCGA_W5_AA34	NDUFA4L2	22560	RI
TCGA_W5_AA2I	STAC3	22561	ES
TCGA_W5_AA2O	STAC3	22561	ES
TCGA_W5_AA2U	STAC3	22561	ES
TCGA_W5_AA33	STAC3	22561	ES
TCGA_W5_AA36	STAC3	22561	ES
TCGA_W6_AA0S	STAC3	22561	ES
TCGA_W5_AA36	STAC3	22562	ES
TCGA_ZD_A8I3	STAC3	22562	ES
TCGA_4G_AAZO	R3HDM2	22570	AT
TCGA_W5_AA2U	R3HDM2	22570	AT
TCGA_W5_AA2G	R3HDM2	22570	AT
TCGA_W5_AA33	R3HDM2	22570	AT
TCGA_4G_AAZO	R3HDM2	22571	AT
TCGA_W5_AA2U	R3HDM2	22571	AT
TCGA_W5_AA2G	R3HDM2	22571	AT
