SampleID	ASgene	ASID	AStype
TCGA_W5_AA2H	PLEKHN1	1	ES
TCGA_W5_AA39	PLEKHN1	1	ES
TCGA_ZH_A8Y5	HES4	4	AD
TCGA_W5_AA2H	HES4	5	ES
TCGA_ZH_A8Y5	HES4	5	ES
TCGA_W5_AA2H	HES4	6	RI
TCGA_W5_AA39	HES4	6	RI
TCGA_W5_AA2U	C1orf159	12	RI
TCGA_W5_AA2X	C1orf159	12	RI
TCGA_W5_AA33	C1orf159	15	ES
TCGA_ZH_A8Y1	C1orf159	20	AA
TCGA_3X_AAVC	C1orf159	22	ES
TCGA_4G_AAZO	C1orf159	22	ES
TCGA_3X_AAV9	TNFRSF18	36	ES
TCGA_W5_AA2T	TNFRSF18	36	ES
TCGA_ZH_A8Y2	TNFRSF18	36	ES
TCGA_YR_A95A	TNFRSF18	36	ES
TCGA_ZH_A8Y4	TNFRSF18	36	ES
TCGA_W5_AA2Q	SDF4	38	AT
TCGA_W5_AA2W	SDF4	38	AT
TCGA_W5_AA33	SDF4	38	AT
TCGA_W5_AA2Q	SDF4	39	AT
TCGA_W5_AA2W	SDF4	39	AT
TCGA_W5_AA33	SDF4	39	AT
TCGA_W5_AA2H	SDF4	40	AA
TCGA_ZH_A8Y6	SDF4	40	AA
TCGA_W5_AA2H	SDF4	41	AA
TCGA_W5_AA30	SDF4	41	AA
TCGA_W5_AA30	UBE2J2	47	ES
TCGA_W5_AA34	UBE2J2	54	ES
TCGA_W5_AA2T	UBE2J2	65	ES
TCGA_W5_AA2H	UBE2J2	66	AD
TCGA_ZH_A8Y1	SCNN1D	67	AP
TCGA_ZH_A8Y1	SCNN1D	68	AP
TCGA_W5_AA2H	CPSF3L	80	AA
TCGA_ZH_A8Y5	CPSF3L	81	ES
TCGA_W5_AA2H	CPSF3L	82	ES
TCGA_W5_AA2I	CPSF3L	83	AA
TCGA_W5_AA2O	CPSF3L	83	AA
TCGA_ZH_A8Y2	CPSF3L	83	AA
TCGA_4G_AAZT	CPSF3L	85	ES
TCGA_W5_AA38	CPSF3L	85	ES
TCGA_W5_AA2X	CPSF3L	85	ES
TCGA_W5_AA2X	CPSF3L	86	ES
TCGA_4G_AAZT	CPSF3L	88	ES
TCGA_YR_A95A	CPSF3L	88	ES
TCGA_ZH_A8Y2	CPSF3L	88	ES
TCGA_W5_AA2X	CPSF3L	88	ES
TCGA_3X_AAV9	CPSF3L	91	ES
TCGA_4G_AAZO	CPSF3L	91	ES
TCGA_4G_AAZT	CPSF3L	91	ES
TCGA_W5_AA33	CPSF3L	91	ES
TCGA_W5_AA2X	CPSF3L	91	ES
TCGA_4G_AAZT	CPSF3L	94	ES
TCGA_W5_AA38	CPSF3L	94	ES
TCGA_ZH_A8Y6	CPSF3L	94	ES
TCGA_ZH_A8Y6	CPSF3L	95	ES
TCGA_4G_AAZT	CPSF3L	97	ES
TCGA_YR_A95A	CPSF3L	97	ES
TCGA_ZH_A8Y2	CPSF3L	97	ES
TCGA_ZH_A8Y6	CPSF3L	97	ES
TCGA_4G_AAZO	CPSF3L	98	AA
TCGA_W5_AA2H	CPSF3L	98	AA
TCGA_W5_AA2I	CPSF3L	98	AA
TCGA_W5_AA2X	CPSF3L	98	AA
TCGA_W5_AA39	CPSF3L	98	AA
TCGA_W5_AA2G	CPSF3L	124	ES
TCGA_W5_AA2H	CPSF3L	124	ES
TCGA_ZH_A8Y2	CPSF3L	124	ES
TCGA_4G_AAZT	CPSF3L	132	ES
TCGA_YR_A95A	CPSF3L	132	ES
TCGA_ZH_A8Y2	CPSF3L	132	ES
TCGA_W5_AA2G	CPSF3L	132	ES
TCGA_W5_AA2H	CPSF3L	132	ES
TCGA_W5_AA2Q	CPSF3L	138	ES
TCGA_W5_AA2Q	CPSF3L	139	ES
TCGA_W5_AA2X	CPSF3L	139	ES
TCGA_W5_AA33	CPSF3L	139	ES
TCGA_W5_AA36	CPSF3L	139	ES
TCGA_W6_AA0S	CPSF3L	139	ES
TCGA_ZH_A8Y5	CPSF3L	139	ES
TCGA_W5_AA2T	MXRA8	142	AP
TCGA_W5_AA36	MXRA8	142	AP
TCGA_W5_AA2T	MXRA8	143	AP
TCGA_W5_AA36	MXRA8	143	AP
TCGA_W5_AA2I	MXRA8	144	AA
TCGA_W5_AA2O	MXRA8	144	AA
TCGA_ZH_A8Y6	MXRA8	145	AA
TCGA_W5_AA2G	MXRA8	146	ES
TCGA_W5_AA2H	MXRA8	146	ES
TCGA_W5_AA2Q	AURKAIP1	150	RI
TCGA_ZH_A8Y6	AURKAIP1	150	RI
TCGA_3X_AAVA	AURKAIP1	151	AD
TCGA_W5_AA2O	AURKAIP1	151	AD
TCGA_W6_AA0S	AURKAIP1	151	AD
TCGA_4G_AAZT	CCNL2	155	AT
TCGA_W5_AA2H	CCNL2	155	AT
TCGA_4G_AAZT	CCNL2	157	AT
TCGA_W5_AA2H	CCNL2	157	AT
TCGA_3X_AAVE	CCNL2	158	AA
TCGA_W5_AA38	CCNL2	158	AA
TCGA_ZH_A8Y1	CCNL2	158	AA
TCGA_3X_AAVA	CCNL2	160	ES
TCGA_ZH_A8Y6	CCNL2	160	ES
TCGA_W5_AA2U	CCNL2	162	ES
TCGA_W5_AA38	CCNL2	162	ES
TCGA_W5_AA33	MRPL20	165	AT
TCGA_W5_AA33	MRPL20	166	AT
TCGA_W5_AA2U	VWA1	171	AA
TCGA_ZH_A8Y8	VWA1	171	AA
TCGA_W5_AA33	ATAD3A	174	AP
TCGA_YR_A95A	ATAD3A	174	AP
TCGA_W5_AA33	ATAD3A	175	AP
TCGA_YR_A95A	ATAD3A	175	AP
TCGA_W5_AA2W	MIB2	182	AP
TCGA_W5_AA30	MIB2	182	AP
TCGA_YR_A95A	MIB2	182	AP
TCGA_4G_AAZO	MIB2	184	AP
TCGA_W5_AA2G	MIB2	189	ES
TCGA_W5_AA2H	MIB2	189	ES
TCGA_W5_AA2T	MIB2	189	ES
TCGA_W5_AA2X	MIB2	189	ES
TCGA_ZU_A8S4	MIB2	189	ES
TCGA_W5_AA2H	MIB2	191	RI
TCGA_W5_AA31	MIB2	191	RI
TCGA_W5_AA30	MIB2	192	ES
TCGA_ZH_A8Y8	MIB2	192	ES
TCGA_ZU_A8S4	MIB2	192	ES
TCGA_YR_A95A	MIB2	193	AA
TCGA_ZH_A8Y8	MIB2	193	AA
TCGA_ZH_A8Y8	MIB2	194	ES
TCGA_W5_AA2X	MIB2	197	AD
TCGA_W5_AA2X	MIB2	198	AD
TCGA_W5_AA2T	MMP23B	201	RI
TCGA_W5_AA2X	MMP23B	201	RI
TCGA_ZU_A8S4	MMP23B	201	RI
TCGA_W5_AA38	MMP23B	202	RI
TCGA_W5_AA38	CDK11B	204	AP
TCGA_W5_AA39	CDK11B	204	AP
TCGA_W5_AA38	CDK11B	205	AP
TCGA_W5_AA39	CDK11B	205	AP
TCGA_4G_AAZT	CDK11A	213	AD
TCGA_4G_AAZO	CDK11A	214	AD
TCGA_W5_AA39	CDK11A	217	AA
TCGA_W5_AA38	CDK11A	218	AD
TCGA_ZH_A8Y6	NADK	225	AP
TCGA_ZU_A8S4	NADK	228	AP
TCGA_W5_AA2H	NADK	229	ES
TCGA_W5_AA2I	NADK	229	ES
TCGA_YR_A95A	NADK	229	ES
TCGA_W5_AA2U	C1orf86	244	AP
TCGA_W5_AA2U	C1orf86	245	AP
TCGA_W5_AA2X	C1orf86	246	AT
TCGA_W5_AA39	C1orf86	246	AT
TCGA_W5_AA2X	C1orf86	247	AT
TCGA_W5_AA39	C1orf86	247	AT
TCGA_W5_AA2O	MORN1	252	AT
TCGA_W5_AA38	MORN1	252	AT
TCGA_W5_AA38	MORN1	253	AT
TCGA_W5_AA2H	RER1	256	AP
TCGA_W5_AA2H	RER1	257	AP
TCGA_W5_AA2H	RER1	260	AA
TCGA_W6_AA0S	RER1	261	ES
TCGA_ZH_A8Y5	RER1	261	ES
TCGA_4G_AAZO	PEX10	268	AD
TCGA_W5_AA2I	PEX10	269	ES
TCGA_YR_A95A	PEX10	269	ES
TCGA_ZD_A8I3	PEX10	269	ES
TCGA_W5_AA2T	PANK4	282	ES
TCGA_4G_AAZO	PANK4	283	RI
TCGA_W5_AA2R	PANK4	283	RI
TCGA_W5_AA39	PANK4	283	RI
TCGA_WD_A7RX	PANK4	283	RI
TCGA_W5_AA2G	TNFRSF14	285	AP
TCGA_ZH_A8Y4	TNFRSF14	285	AP
TCGA_W5_AA2G	TNFRSF14	286	AP
TCGA_ZH_A8Y4	TNFRSF14	286	AP
TCGA_4G_AAZO	FAM213B	293	AA
TCGA_W5_AA2H	FAM213B	293	AA
TCGA_3X_AAVC	ARHGEF16	307	AP
TCGA_4G_AAZO	ARHGEF16	308	AP
TCGA_W5_AA2X	ARHGEF16	308	AP
TCGA_3X_AAVB	ARHGEF16	309	AP
TCGA_W5_AA36	ARHGEF16	309	AP
TCGA_3X_AAVE	MEGF6	314	ES
TCGA_W5_AA30	MEGF6	314	ES
TCGA_W5_AA33	MEGF6	314	ES
TCGA_ZH_A8Y5	MEGF6	314	ES
TCGA_ZH_A8Y6	MEGF6	314	ES
TCGA_4G_AAZO	MEGF6	316	ES
TCGA_W5_AA2X	MEGF6	317	ES
TCGA_W5_AA39	MEGF6	317	ES
TCGA_W5_AA2Q	TPRG1L	319	ES
TCGA_W5_AA2T	TPRG1L	319	ES
TCGA_ZH_A8Y8	TPRG1L	319	ES
TCGA_W5_AA30	SMIM1	337	AT
TCGA_W5_AA30	SMIM1	338	AT
TCGA_4G_AAZO	CEP104	339	AT
TCGA_4G_AAZO	CEP104	340	AT
TCGA_4G_AAZT	DFFB	346	ES
TCGA_W5_AA34	DFFB	346	ES
TCGA_W5_AA2O	KCNAB2	360	AP
TCGA_W5_AA2X	KCNAB2	360	AP
TCGA_ZH_A8Y5	KCNAB2	360	AP
TCGA_W5_AA2I	KCNAB2	362	AP
TCGA_W5_AA2W	KCNAB2	362	AP
TCGA_W5_AA39	KCNAB2	362	AP
TCGA_ZH_A8Y6	KCNAB2	362	AP
TCGA_3X_AAVC	KCNAB2	363	AP
TCGA_4G_AAZO	KCNAB2	363	AP
TCGA_4G_AAZT	KCNAB2	363	AP
TCGA_W5_AA34	KCNAB2	363	AP
TCGA_W5_AA2Q	KCNAB2	363	AP
TCGA_W6_AA0S	KCNAB2	363	AP
TCGA_ZD_A8I3	KCNAB2	363	AP
TCGA_W5_AA36	KCNAB2	364	AP
TCGA_ZH_A8Y2	KCNAB2	364	AP
TCGA_ZH_A8Y5	KCNAB2	364	AP
TCGA_W5_AA30	KCNAB2	368	ES
TCGA_W5_AA33	KCNAB2	368	ES
TCGA_W6_AA0S	KCNAB2	368	ES
TCGA_WD_A7RX	KCNAB2	368	ES
TCGA_ZH_A8Y5	KCNAB2	368	ES
TCGA_4G_AAZT	KCNAB2	370	ES
TCGA_W5_AA2U	KCNAB2	370	ES
TCGA_W5_AA2U	KCNAB2	372	ES
TCGA_W6_AA0S	RPL22	378	AP
TCGA_W6_AA0S	RPL22	379	AP
TCGA_W5_AA38	RPL22	380	AT
TCGA_W5_AA38	RPL22	381	AT
TCGA_4G_AAZT	RNF207	382	ES
TCGA_W5_AA2Q	RNF207	382	ES
TCGA_ZH_A8Y8	RNF207	382	ES
TCGA_W5_AA2H	ICMT	385	ES
TCGA_W5_AA2H	ICMT	386	ES
TCGA_3X_AAVC	ACOT7	388	AP
TCGA_YR_A95A	ACOT7	388	AP
TCGA_ZH_A8Y2	ACOT7	388	AP
TCGA_4G_AAZO	ACOT7	389	AP
TCGA_3X_AAV9	ACOT7	391	AP
TCGA_ZU_A8S4	ACOT7	391	AP
TCGA_3X_AAV9	ACOT7	395	ES
TCGA_W5_AA2H	ACOT7	395	ES
TCGA_W5_AA30	ACOT7	395	ES
TCGA_W5_AA33	ACOT7	395	ES
TCGA_W5_AA39	ACOT7	395	ES
TCGA_W5_AA2O	ACOT7	396	ES
TCGA_W5_AA2T	ACOT7	396	ES
TCGA_W5_AA36	ACOT7	396	ES
TCGA_ZH_A8Y1	ACOT7	396	ES
TCGA_ZH_A8Y2	ACOT7	396	ES
TCGA_W5_AA2G	TNFRSF25	409	RI
TCGA_W5_AA38	TNFRSF25	409	RI
TCGA_3X_AAVC	TNFRSF25	412	ES
TCGA_W5_AA2H	TNFRSF25	412	ES
TCGA_W5_AA33	TNFRSF25	412	ES
TCGA_ZH_A8Y5	TNFRSF25	412	ES
TCGA_3X_AAVA	TNFRSF25	415	ES
TCGA_4G_AAZT	TNFRSF25	415	ES
TCGA_W5_AA2U	TNFRSF25	415	ES
TCGA_W5_AA38	TNFRSF25	415	ES
TCGA_ZH_A8Y4	TNFRSF25	415	ES
TCGA_W5_AA36	TNFRSF25	415	ES
TCGA_ZH_A8Y5	TNFRSF25	415	ES
TCGA_ZH_A8Y6	TNFRSF25	415	ES
TCGA_W5_AA31	TNFRSF25	416	ES
TCGA_W5_AA36	TNFRSF25	416	ES
TCGA_ZH_A8Y5	TNFRSF25	416	ES
TCGA_ZH_A8Y6	TNFRSF25	416	ES
TCGA_W5_AA39	TNFRSF25	425	AA
TCGA_W5_AA2U	TNFRSF25	426	AA
TCGA_W5_AA2G	TNFRSF25	443	ES
TCGA_W5_AA31	TNFRSF25	443	ES
TCGA_3X_AAVB	TNFRSF25	451	ES
TCGA_W5_AA31	TNFRSF25	451	ES
TCGA_W5_AA36	TNFRSF25	451	ES
TCGA_ZH_A8Y8	TNFRSF25	451	ES
TCGA_W5_AA2G	TNFRSF25	451	ES
TCGA_W5_AA2H	TNFRSF25	461	ES
TCGA_W5_AA2O	TNFRSF25	461	ES
TCGA_W5_AA33	TNFRSF25	461	ES
TCGA_3X_AAVB	PLEKHG5	472	RI
TCGA_W5_AA2G	PLEKHG5	472	RI
TCGA_W5_AA2R	PLEKHG5	472	RI
TCGA_W5_AA2X	PLEKHG5	472	RI
TCGA_W5_AA30	PLEKHG5	472	RI
TCGA_ZH_A8Y1	PLEKHG5	472	RI
TCGA_ZH_A8Y6	PLEKHG5	472	RI
TCGA_ZU_A8S4	PLEKHG5	472	RI
TCGA_3X_AAV9	PLEKHG5	473	AA
TCGA_W5_AA2G	PLEKHG5	473	AA
TCGA_W5_AA30	PLEKHG5	473	AA
TCGA_W5_AA39	PLEKHG5	473	AA
TCGA_ZU_A8S4	PLEKHG5	473	AA
TCGA_4G_AAZO	KLHL21	477	AP
TCGA_4G_AAZT	KLHL21	477	AP
TCGA_W5_AA2I	KLHL21	477	AP
TCGA_W5_AA2Z	KLHL21	477	AP
TCGA_4G_AAZO	KLHL21	478	AP
TCGA_4G_AAZT	KLHL21	478	AP
TCGA_W5_AA2I	KLHL21	478	AP
TCGA_W5_AA2Z	KLHL21	478	AP
TCGA_3X_AAVB	KLHL21	481	RI
TCGA_3X_AAVC	KLHL21	481	RI
TCGA_4G_AAZT	KLHL21	482	RI
TCGA_W5_AA2I	KLHL21	482	RI
TCGA_3X_AAVC	KLHL21	483	AA
TCGA_4G_AAZO	THAP3	488	AA
TCGA_W5_AA2I	THAP3	488	AA
TCGA_YR_A95A	THAP3	488	AA
TCGA_3X_AAVB	THAP3	489	AA
TCGA_W5_AA2O	DNAJC11	496	ES
TCGA_W5_AA2T	DNAJC11	496	ES
TCGA_3X_AAVA	DNAJC11	498	ES
TCGA_WD_A7RX	DNAJC11	498	ES
TCGA_ZH_A8Y2	DNAJC11	498	ES
TCGA_W5_AA33	CAMTA1	501	AT
TCGA_W5_AA34	CAMTA1	503	AT
TCGA_W5_AA2U	CAMTA1	507	ES
TCGA_ZH_A8Y4	CAMTA1	508	ES
TCGA_W5_AA2H	VAMP3	509	AP
TCGA_W5_AA2I	VAMP3	509	AP
TCGA_W5_AA2T	VAMP3	509	AP
TCGA_W5_AA2H	VAMP3	510	AP
TCGA_W5_AA2I	VAMP3	510	AP
TCGA_W5_AA2T	VAMP3	510	AP
TCGA_3X_AAVA	PER3	513	AT
TCGA_3X_AAVB	PER3	513	AT
TCGA_W5_AA2U	PER3	513	AT
TCGA_ZH_A8Y8	PER3	513	AT
TCGA_3X_AAVA	PER3	514	AT
TCGA_3X_AAVB	PER3	514	AT
TCGA_W5_AA2U	PER3	514	AT
TCGA_ZH_A8Y8	PER3	514	AT
TCGA_ZH_A8Y6	PARK7	523	AP
TCGA_ZH_A8Y6	PARK7	524	AP
TCGA_4G_AAZO	PARK7	526	ES
TCGA_3X_AAVE	PARK7	528	AD
TCGA_W5_AA2U	PARK7	528	AD
TCGA_W5_AA30	PARK7	528	AD
TCGA_W5_AA2I	ERRFI1	531	AT
TCGA_W5_AA2U	ERRFI1	531	AT
TCGA_W5_AA39	ERRFI1	531	AT
TCGA_W5_AA2I	ERRFI1	532	AT
TCGA_W5_AA2U	ERRFI1	532	AT
TCGA_W5_AA39	ERRFI1	532	AT
TCGA_W5_AA2I	ERRFI1	533	RI
TCGA_W5_AA36	ERRFI1	535	AA
TCGA_W6_AA0S	ERRFI1	536	ES
TCGA_W5_AA2I	ERRFI1	537	ES
TCGA_W5_AA36	ERRFI1	537	ES
TCGA_W5_AA38	ERRFI1	538	AA
TCGA_W5_AA2W	RERE	541	AP
TCGA_W5_AA38	RERE	541	AP
TCGA_3X_AAVC	RERE	544	AP
TCGA_W5_AA2H	CA6	548	AT
TCGA_W5_AA2Q	CA6	548	AT
TCGA_W5_AA2T	CA6	548	AT
TCGA_W5_AA2X	CA6	548	AT
TCGA_W5_AA33	CA6	548	AT
TCGA_ZH_A8Y1	CA6	548	AT
TCGA_W5_AA2H	CA6	549	AT
TCGA_W5_AA2Q	CA6	549	AT
TCGA_W5_AA2T	CA6	549	AT
TCGA_W5_AA2X	CA6	549	AT
TCGA_W5_AA33	CA6	549	AT
TCGA_ZH_A8Y1	CA6	549	AT
TCGA_W5_AA2H	CA6	550	AT
TCGA_W5_AA2Q	CA6	550	AT
TCGA_W5_AA2X	CA6	550	AT
TCGA_3X_AAVA	SPSB1	561	AP
TCGA_3X_AAVE	SPSB1	561	AP
TCGA_W5_AA2I	SPSB1	561	AP
TCGA_W5_AA2R	SPSB1	561	AP
TCGA_W5_AA2X	SPSB1	561	AP
TCGA_W5_AA2I	SPSB1	562	AP
TCGA_W5_AA2G	SPSB1	563	AP
TCGA_W5_AA2Z	SPSB1	563	AP
TCGA_W5_AA33	SPSB1	563	AP
TCGA_W6_AA0S	SPSB1	563	AP
TCGA_ZD_A8I3	SPSB1	563	AP
TCGA_ZH_A8Y2	SPSB1	563	AP
TCGA_ZH_A8Y5	SPSB1	563	AP
TCGA_ZU_A8S4	CLSTN1	575	ES
TCGA_W5_AA2I	CTNNBIP1	583	RI
TCGA_3X_AAVB	LZIC	588	AD
TCGA_3X_AAVC	LZIC	588	AD
TCGA_W5_AA2R	LZIC	588	AD
TCGA_W5_AA2U	LZIC	588	AD
TCGA_W5_AA2X	LZIC	588	AD
TCGA_W5_AA36	LZIC	588	AD
TCGA_ZH_A8Y6	LZIC	588	AD
TCGA_ZU_A8S4	LZIC	588	AD
TCGA_4G_AAZO	NMNAT1	591	RI
TCGA_ZU_A8S4	NMNAT1	591	RI
TCGA_W5_AA2O	UBE4B	593	AT
TCGA_W5_AA2X	UBE4B	593	AT
TCGA_W5_AA2O	UBE4B	594	AT
TCGA_W5_AA2X	UBE4B	594	AT
TCGA_ZH_A8Y4	KIF1B	604	AA
TCGA_W5_AA36	PGD	610	ES
TCGA_3X_AAVA	PGD	611	AA
TCGA_YR_A95A	PGD	611	AA
TCGA_4G_AAZT	PGD	612	AD
TCGA_W5_AA2X	PGD	612	AD
TCGA_W5_AA33	PGD	612	AD
TCGA_W5_AA39	PGD	612	AD
TCGA_ZH_A8Y2	PGD	612	AD
TCGA_3X_AAVC	DFFA	618	AD
TCGA_W5_AA2I	DFFA	618	AD
TCGA_W5_AA2Z	DFFA	618	AD
TCGA_W5_AA36	DFFA	618	AD
TCGA_W5_AA38	DFFA	618	AD
TCGA_W6_AA0S	DFFA	618	AD
TCGA_ZH_A8Y6	DFFA	618	AD
TCGA_3X_AAVC	PEX14	620	ES
TCGA_W5_AA2H	PEX14	620	ES
TCGA_W5_AA2U	PEX14	620	ES
TCGA_W5_AA2X	PEX14	620	ES
TCGA_W5_AA31	PEX14	620	ES
TCGA_WD_A7RX	PEX14	620	ES
TCGA_W5_AA2T	TARDBP	629	RI
TCGA_W5_AA30	TARDBP	630	RI
TCGA_3X_AAVB	TARDBP	631	RI
TCGA_3X_AAVC	TARDBP	631	RI
TCGA_W5_AA2U	TARDBP	631	RI
TCGA_WD_A7RX	TARDBP	631	RI
TCGA_ZH_A8Y1	TARDBP	631	RI
TCGA_ZH_A8Y4	TARDBP	631	RI
TCGA_YR_A95A	TARDBP	634	ES
TCGA_4G_AAZT	TARDBP	635	ES
TCGA_W5_AA2H	TARDBP	635	ES
TCGA_W5_AA34	TARDBP	635	ES
TCGA_W5_AA36	TARDBP	635	ES
TCGA_W5_AA2H	EXOSC10	644	RI
TCGA_W5_AA2X	EXOSC10	644	RI
TCGA_W5_AA30	EXOSC10	644	RI
TCGA_W5_AA2H	EXOSC10	645	RI
TCGA_W5_AA2X	EXOSC10	645	RI
TCGA_4G_AAZT	EXOSC10	647	ES
TCGA_W5_AA2I	FBXO44	654	AP
TCGA_W5_AA2W	FBXO44	654	AP
TCGA_W5_AA2I	FBXO44	655	AP
TCGA_W5_AA2W	FBXO44	655	AP
TCGA_ZD_A8I3	FBXO44	656	AD
TCGA_YR_A95A	FBXO44	657	ES
TCGA_4G_AAZO	FBXO44	658	ES
TCGA_ZD_A8I3	FBXO44	658	ES
TCGA_W5_AA33	FBXO44	659	AA
TCGA_W5_AA2Q	FBXO44	661	ES
TCGA_W5_AA33	FBXO44	661	ES
TCGA_4G_AAZO	MAD2L2	664	AD
TCGA_3X_AAV9	MAD2L2	665	ES
TCGA_W5_AA2I	MAD2L2	665	ES
TCGA_W5_AA2X	MAD2L2	665	ES
TCGA_ZH_A8Y5	MAD2L2	665	ES
TCGA_W5_AA36	AGTRAP	666	AD
TCGA_W5_AA36	AGTRAP	667	ES
TCGA_W5_AA39	AGTRAP	667	ES
TCGA_ZH_A8Y8	AGTRAP	667	ES
TCGA_W5_AA33	AGTRAP	668	ES
TCGA_W5_AA39	AGTRAP	668	ES
TCGA_ZH_A8Y1	AGTRAP	668	ES
TCGA_ZH_A8Y8	AGTRAP	668	ES
TCGA_ZH_A8Y8	AGTRAP	669	ES
TCGA_W5_AA2X	AGTRAP	670	AA
TCGA_W5_AA33	AGTRAP	670	AA
TCGA_ZH_A8Y1	AGTRAP	670	AA
TCGA_W5_AA2X	AGTRAP	671	ES
TCGA_W5_AA2H	AGTRAP	672	ES
TCGA_W5_AA2X	AGTRAP	677	ES
TCGA_W6_AA0S	AGTRAP	677	ES
TCGA_W5_AA2H	AGTRAP	679	ES
TCGA_W5_AA2X	AGTRAP	679	ES
TCGA_3X_AAVC	AGTRAP	680	ES
TCGA_W5_AA2I	PLOD1	695	ES
TCGA_W5_AA34	MFN2	696	ES
TCGA_W5_AA36	MFN2	696	ES
TCGA_4G_AAZT	MIIP	697	ES
TCGA_W5_AA2H	MIIP	697	ES
TCGA_W5_AA2X	MIIP	697	ES
TCGA_W5_AA30	MIIP	697	ES
TCGA_W5_AA34	MIIP	697	ES
TCGA_ZH_A8Y8	MIIP	697	ES
TCGA_4G_AAZO	TMEM51	736	AP
TCGA_ZH_A8Y6	TMEM51	736	AP
TCGA_4G_AAZO	TMEM51	737	AP
TCGA_ZH_A8Y6	TMEM51	737	AP
TCGA_YR_A95A	TMEM51	738	AA
TCGA_ZU_A8S4	TMEM51	738	AA
TCGA_W5_AA2O	FHAD1	748	AT
TCGA_W5_AA2R	FHAD1	748	AT
TCGA_W5_AA2T	FHAD1	748	AT
TCGA_3X_AAVA	CASP9	758	AP
TCGA_3X_AAVA	CASP9	759	AP
TCGA_W5_AA2H	CASP9	760	RI
TCGA_W5_AA2Q	CASP9	760	RI
TCGA_YR_A95A	CASP9	760	RI
TCGA_W5_AA39	DNAJC16	763	AT
TCGA_W5_AA39	DNAJC16	765	AT
TCGA_W5_AA39	FBLIM1	768	AP
TCGA_ZU_A8S4	FBLIM1	768	AP
TCGA_3X_AAVE	FBLIM1	769	AP
TCGA_W5_AA2H	FBLIM1	769	AP
TCGA_W5_AA31	FBLIM1	769	AP
TCGA_ZU_A8S4	FBLIM1	769	AP
TCGA_W5_AA2H	FBLIM1	771	AP
TCGA_W5_AA31	FBLIM1	771	AP
TCGA_ZU_A8S4	FBLIM1	771	AP
TCGA_W5_AA2H	FBLIM1	772	AT
TCGA_W5_AA2X	FBLIM1	772	AT
TCGA_W5_AA2H	FBLIM1	773	AT
TCGA_W5_AA2X	FBLIM1	773	AT
TCGA_3X_AAV9	FBLIM1	774	ES
TCGA_W5_AA39	FBLIM1	774	ES
TCGA_ZU_A8S4	FBLIM1	774	ES
TCGA_W5_AA2O	FBLIM1	775	AA
TCGA_W5_AA39	ZBTB17	778	AA
TCGA_W5_AA2T	ZBTB17	780	AA
TCGA_W5_AA39	ZBTB17	780	AA
TCGA_ZH_A8Y2	ZBTB17	780	AA
TCGA_3X_AAVE	ZBTB17	784	ES
TCGA_W5_AA2W	HSPB7	787	AT
TCGA_ZH_A8Y5	HSPB7	787	AT
TCGA_W5_AA2W	HSPB7	788	AT
TCGA_ZH_A8Y5	HSPB7	788	AT
TCGA_ZD_A8I3	SZRD1	803	AA
TCGA_W5_AA2U	SZRD1	804	ES
TCGA_W5_AA2X	SZRD1	804	ES
TCGA_W6_AA0S	SZRD1	804	ES
TCGA_ZH_A8Y8	SZRD1	804	ES
TCGA_4G_AAZT	SZRD1	805	ES
TCGA_W5_AA2U	SZRD1	805	ES
TCGA_W5_AA2X	SZRD1	805	ES
TCGA_ZH_A8Y8	SZRD1	805	ES
TCGA_4G_AAZT	SZRD1	806	ES
TCGA_W5_AA2U	SZRD1	807	ES
TCGA_W5_AA2X	SZRD1	807	ES
TCGA_WD_A7RX	SZRD1	807	ES
TCGA_ZH_A8Y8	SZRD1	807	ES
TCGA_W5_AA2O	SZRD1	809	AA
TCGA_W5_AA2U	SZRD1	810	ES
TCGA_W6_AA0S	SZRD1	810	ES
TCGA_WD_A7RX	SZRD1	810	ES
TCGA_ZH_A8Y8	SZRD1	810	ES
TCGA_4G_AAZT	NECAP2	822	RI
TCGA_W5_AA2I	NECAP2	822	RI
TCGA_4G_AAZT	NECAP2	823	ES
TCGA_ZH_A8Y6	NECAP2	823	ES
TCGA_W5_AA2I	NECAP2	825	ES
TCGA_W5_AA2X	NECAP2	825	ES
TCGA_W5_AA34	NECAP2	825	ES
TCGA_3X_AAVB	NECAP2	826	ES
TCGA_4G_AAZO	NECAP2	827	ES
TCGA_W5_AA31	NECAP2	827	ES
TCGA_W6_AA0S	NECAP2	827	ES
TCGA_WD_A7RX	NECAP2	827	ES
TCGA_W5_AA2Q	NECAP2	828	AD
TCGA_W5_AA30	NECAP2	828	AD
TCGA_W5_AA36	NECAP2	828	AD
TCGA_WD_A7RX	NECAP2	828	AD
TCGA_ZD_A8I3	NECAP2	828	AD
TCGA_W5_AA31	NBPF1	830	AP
TCGA_W5_AA31	NBPF1	831	AP
TCGA_W5_AA2I	NBPF1	835	ES
TCGA_ZH_A8Y5	NBPF1	835	ES
TCGA_W5_AA2H	NBPF1	836	ES
TCGA_W5_AA2I	NBPF1	836	ES
TCGA_W5_AA2O	NBPF1	836	ES
TCGA_W5_AA39	ATP13A2	840	ES
TCGA_W5_AA36	ATP13A2	841	ES
TCGA_ZU_A8S4	ATP13A2	841	ES
TCGA_W5_AA2H	PADI4	851	AT
TCGA_W5_AA2H	PADI4	852	AT
TCGA_W5_AA2O	ARHGEF10L	860	AT
